4,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","7033","2011","2011","SALLE DE SOINS 2","CODEP-LIL-2020-043017","01/09/2020","D620288","70","7","0,04","ERLM","true"
5,"yes","retro alvéolaire","PLANMECA","Prostyle Intra","ITH 25775","2002","2002","SALLE DE SOINS 1","CODEP-LIL-2020-043695","07/09/2020","D620291","60","8","0,16","ERLM","true"
5,"yes","retro alvéolaire","CARESTREAM","CS 2200","HJXV 135","2019","2020","SALLE DE SOINS 2","CODEP-LIL-2020-043695","07/09/2020","D620291","70","7","0,150","ERLM","false"
6,"yes","retro alvéolaire","PLANMECA","Pro X","IPX 038623","2021","2021","SALLE DE SOINS","CODEP-LIL-2021-053908 ","16/11/2021","D620203","63","8","0,125","CCD","false"
7,"yes","retro alvéolaire","TROPHY","Irix 708","97861","1989","1989","SALLE DE SOINS","CODEP-LIL-2019-002121 ","15/01/2019","D590230","70","8","0,14","CCD","true"
8,"yes","retro alvéolaire","TROPHY","Irix 70","XLXN 058","2009","2009","SALLE DE SOINS 1","CODEP-LIL-2020-021513","12/03/2020","D620227","70","8","0,16","CCD","true"
8,"yes","retro alvéolaire","TOSHIBA","DG-10A05T3","H204000516","2016","2016","SALLE DE SOINS 2","CODEP-LIL-2020-021513","12/03/2020","D620227","60","7","0,10","CCD","true"
8,"yes","retro alvéolaire","SATELEC","X Mind","12881","1998","1998","SALLE DE SOINS 3","CODEP-LIL-2020-021513","12/03/2020","D620227","70","8","0,32","CCD","true"
9,"yes","retro alvéolaire","SIRONA","Heliodent DS","57645","1995","1995","SALLE DE SOINS 1","CODEP-LIL-2020-047435 ","29/09/2020","D590516 ","70","7","0,10","CCD","true"
9,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","33073","2015","2015","SALLE DE SOINS 2","CODEP-LIL-2020-047435 ","29/09/2020","D590516 ","70","7","0,08","CCD","true"
11,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","41412","2017","2017","SALLE DE SOINS 2","CODEP-LIL-2020-060624","11/12/2020","D620031","70","7","0,08","CCD","false"
11,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","45030","2017","2017","SALLE DE SOINS 3","CODEP-LIL-2020-060624","11/12/2020","D620031","70","7","0,08","CCD","false"
11,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","32389","2015","2015","SALLE DE SOINS 4","CODEP-LIL-2020-060624","11/12/2020","D620031","70","7","0,08","CCD","false"
12,"yes","retro alvéolaire","TROPHY","CS 2200","ALYO 190","2012",,"SALLE DE SOINS 1",,,,"70","7","0.040","CCD","true"
12,"yes","retro alvéolaire","TROPHY","KODAK 2200","YGYE 002",2010,,"SALLE DE SOINS 2","CODEP-LIL-2019-026708","14/06/2019","D590301","70","7","0.040","CCD","true"
13,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","55970/45855","2008",,"SALLE DE SOINS 1","CODEP-LIL-2020-008353","29/01/2020","D590383","60","7","0.08","CCD","true"
13,"yes","retro alvéolaire","PLANMECA","Prostyle Intra","ITH 13580","2000",,"SALLE DE SOINS 2",,,,"60","8","0.05","CCD","true"
16,"yes","retro alvéolaire","CARESTREAM","CS 2200","IBXV 145","2020",2020,"SALLE DE SOINS","CODEP-LIL-2020-036520","10/07/2020","D590440","70","7","0.106","CCD","true"
17,"yes","retro alvéolaire","TROPHY","CS 2200","CKYO 038","2014",,"SALLE DE SOINS 1","CODEP-LIL-2017-030172","24/07/2017","D590011","70","7","0.10","CCD","false"
17,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","46147","2017",,"SALLE DE SOINS 2",,,,"70","7","0.06","CCD","false"
17,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","34868","2015",,"SALLE DE SOINS 3",,,,"70","7","0.06","CCD","false"
17,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","20077","2013",,"SALLE DE SOINS 4",,,,"70","7","0.06","CCD","false"
18,"yes","retro alvéolaire","SIRONA","Heliodent DS","D3302","2002","2002","SALLE DE SOINS","Dec-2012-59 14 0875 01","18/07/2012",,"60","7","0.16","CCD","true"
20,"yes","retro alvéolaire","GENDEX ","ORALIX AC","05052673","2005",,"SALLE DE SOINS 1"," CODEP-LIL-2017-054867"," 29/12/2017","D590085","65","7.5","0.10","CCD","true"
20,"yes","retro alvéolaire","GENDEX ","XMIND DC","D06373","2007",,"SALLE DE SOINS 2"," CODEP-LIL-2017-054867"," 29/12/2017","D590085","70","8","0.10","CCD","true"
21,"yes","retro alvéolaire","KODAK","CS 2200","CKYO100/tube TRX708, 144010","2013","2014","SALLE DE SOINS","Dec-2014-62-38-0497-01",,,"70","7","0,1","CCD","true"
23,"yes","retro alvéolaire","CARESTREAM","CS 2200","BJYO263","2013",2014,"SALLE DE SOINS 1","DEC-2014-62-38-0226-01",,,"70","8",,"ERLM","false"
23,"yes","retro alvéolaire","CARESTREAM","CS 2200","FEYX162","2017",2017,"SALLE DE SOINS 2","DEC-2014-62-38-0226-01",,,,,,"ERLM","false"
23,"yes","retro alvéolaire","KODAK","IRIX 70","TAXA1032","2005",2014,"SALLE DE SOINS 3","DEC-2014-62-38-0226-01",,,,,,"ERLM","false"
24,"yes","retro alvéolaire","PLANMECA","Pro X","ITPX 15050370","2015",2015,"SALLE DE SOINS",,,,"70","8","0,08","CCD","false"
25,"yes","retro alvéolaire","TROPHY","Oramatic 708 CCX","E03250","1991","1991","SALLE DE SOINS","Dec-2008-59-16-0570-01",,,"70","8","1","Argent","true"
26,"yes","retro alvéolaire","CEFLA","Softys Dental","70580133","2014","2014","SALLE DE SOINS 1","CODEP-LIL-2019-030272","18/01/2018","D590094","65","7","0,21","CCD","true"
26,"yes","retro alvéolaire","CARESTREAM","CS 2200","CIYO 155","2014","2014","SALLE DE SOINS 2","CODEP-LIL-2019-030272","18/01/2018","D590094","60","7","0,150","CCD","true"
26,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","25657","2014","2014","SALLE DE SOINS 3","CODEP-LIL-2019-030272","18/01/2018","D590094","70","7","0,08","CCD","true"
27,"yes","retro alvéolaire","TROPHY","KODAK 2200","XEYA 160","2009","2009","SALLE DE SOINS 1","CODEP-LIL-2018-040959","17/08/2018","D59073","70","4","0,112","CCD","true"
27,"yes","retro alvéolaire","TROPHY","Irix 70","XAPG 470","2001","2001","SALLE DE SOINS 2","CODEP-LIL-2018-040959","17/08/2018","D59073","70","8","0,14","ERLM","true"
27,"yes","retro alvéolaire","CARESTREAM","CS 2200","FDYQ 002","2017","2017","SALLE DE SOINS 3","CODEP-LIL-2018-040959","17/08/2018","D59073","70","7","0,107","ERLM","true"
28,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","27668","2014","2014","SALLE DE SOINS 1","CODEP-LIL-2021-013439","15/03/2021","D590334","70","7","0,10","ERLM","true"
28,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","65918","2019","2021","SALLE DE SOINS 2","CODEP-LIL-2021-013439","15/03/2021","D590334","70","7","0,08","ERLM","true"
28,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","34478","2015","2015","SALLE DE SOINS 3","CODEP-LIL-2021-013439","15/03/2021","D590334","70","7","0,08","ERLM","true"
33,"yes","retro alvéolaire","MY RAY","RX DC","706J7961","2020","2020","SALLE DE SOINS 1","CODEP-LIL-2020-033335","23/06/2020","D590148","70","8","0,05","CCD","true"
33,"yes","retro alvéolaire","TROPHY","CS 2200","HFXV271","2019","2020","SALLE DE SOINS 2","CODEP-LIL-2020-033335","23/06/2020","D590148","70","7","0,068","CCD","true"
33,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","34667","2015","2015","SALLE DE SOINS 3","CODEP-LIL-2020-033335","23/06/2020","D590148","70","7","0,05","CCD","true"
33,"yes","retro alvéolaire","TROPHY","CS 2200","DAYO201","2015","2015","SALLE DE SOINS 4","CODEP-LIL-2020-033335","23/06/2020","D590148","70","7","0,057","CCD","true"
35,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","38858","2016","2016","SALLE DE SOINS","CODEP-LIL-2017-036066","06/09/2017","590028","70","7","0,08","ERLM","true"
37,"yes","retro alvéolaire","PLANMECA","Pro X","IPXO 12716","2014","2014","SALLE DE SOINS 1","CODEP-LIL-2021-011641 ","04/03/2021","D590406","60","7","0,10","ERLM","true"
37,"yes","retro alvéolaire","TOSHIBA","DG-10A05T3","7E0070004793","2020","2021","SALLE DE SOINS 2","CODEP-LIL-2021-011641 ","04/03/2021","D590406","60","7","0,10","ERLM","true"
38,"yes","retro alvéolaire","KODAK","K2000","UBXB 203","2006",,"SALLE DE SOINS 1"," CODEP-LIL-2021-036707","31/07/2021","D620097","70","7","0.07","CCD","true"
38,"yes","retro alvéolaire","TROPHY","Irix 708","G705103","1997",,"SALLE DE SOINS 2"," CODEP-LIL-2021-036707","31/07/2021","D620097","70","8","0.06","CCD","true"
40,"yes","retro alvéolaire","VATECH","D0801B","056-3521","2019","2019","SALLE DE SOINS 1","CODEP-LIL-2020-030849","08/06/2020","D620116","60","7","0,09","CCD","true"
40,"yes","retro alvéolaire","OWANDY","RX","29190607","2019","2020","SALLE DE SOINS 2","CODEP-LIL-2020-030849","08/06/2020","D620116","70","6","0,19","CCD","true"
42,"yes","retro alvéolaire","PHILIPS","Oralix 65 S","750041","1997","1997","SALLE DE SOINS 1","42954368900039",,"D620245","65","7,5","0,1","ERLM","false"
42,"yes","retro alvéolaire","PLANMECA","Pro X","XPC 10367","1974","1974","SALLE DE SOINS 2","42954368900039",,"D620245","70","4","0,1","ERLM","true"
42,"yes","retro alvéolaire","SATELEC","X Mind","XUO6751C","2019",2019,"SALLE DE SOINS 3","42954368900039",,"D620245","70","7","0,4","ERLM","false"
44,"yes","retro alvéolaire","TROPHY","Irix 708","SEXA022 415120",,,"SALLE DE SOINS",,,,"70","8","0,06","ERLM","true"
46,"yes","retro alvéolaire","TROPHY","Oramatic 708 CCX","G21327","1993","1993","SALLE DE SOINS",,"25/01/2013",,"70","8","0,2","CCD","true"
48,"yes","retro alvéolaire","SIRONA","Heliodent DS","49762","2009","2009","SALLE DE SOINS 1","CODEP-LIL-2021-017266","07/08/2021","D620345","60","7","0,08","CCD","false"
48,"yes","retro alvéolaire","TROPHY","Oramatic 708 CCX","EO 3152","1991","1991","SALLE DE SOINS 2","CODEP-LIL-2021-017266","07/08/2021","D620345","55","8","0,20","CCD","false"
52,"yes","retro alvéolaire","GENDEX ","Oralix 65 S","850075","1998","1998","SALLE DE SOINS 1","CODEP-LIL-2021-013265","15/03/2021","D590673","65","7,5","0.18","ERLM","true"
52,"yes","retro alvéolaire","TROPHY","Irix 708","G503002","1995","2013","SALLE DE SOINS 2","CODEP-LIL-2021-013265","15/03/2021","D590673","70","8","0.14","ERLM","true"
53,"yes","retro alvéolaire","TROPHY","CS 2200","GBXK098","2018","2018","MURAL","CODEP-LIL-2021-001483",2021-01-07,"D590628","70","6",,"CCD","true"
54,"yes","retro alvéolaire","TROPHY","CS 2200","BHYQ008","2013","2014","SALLE DE SOINS"," "," ",,"70","8","0.08","CCD","true"
55,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","27905","2014",,"SALLE DE SOINS 1","CODEP-LIL-2020-036679","14/07/2020","D590449","70","7","0.04","CCD","true"
55,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","33038","2015",,"SALLE DE SOINS 2",,,,"70","7","0.04","CCD","true"
56,"yes","retro alvéolaire","TOSHIBA","DG-10A05T3","6D7070002438","2018","2018","SALLE DE SOINS 1","CODEP-LIL-2020-009785","03/02/2020","D620183","60","7","0,10","CCD","true"
56,"yes","retro alvéolaire","TROPHY","KODAK 2200","VCYA 218","2007","2007","SALLE DE SOINS 2","CODEP-LIL-2020-009785","03/02/2020","D620183","70","7","0,218","ERLM","true"
56,"yes","retro alvéolaire","TROPHY","CS 2200","CAYQ 034","2014","2020","SALLE DE SOINS 3","CODEP-LIL-2020-009785","03/02/2020","D620183","70","7","0,068","CCD","true"
57,"yes","retro alvéolaire","TROPHY","KODAK 2200","UKYA 467","2006",,"SALLE DE SOINS","Dec-2007-62-48-0175-01","14/07/2007",,"70","7","0,040","CCD","true"
58,"yes","retro alvéolaire","TROPHY","KODAK 2200","YKYC","2010",,"SALLE DE SOINS","CODEP-LIL-2020-014835","19/02/2021","D620222","70","7","0.119","CCD","true"
60,"yes","retro alvéolaire","KODAK","IRIX 70","WDXA 003","2008",,"SALLE DE SOINS 1","CODEP-LIL-2020-049435","10/10/2020","D620301","70","8","0,18","CCD","false"
60,"yes","retro alvéolaire","SIRONA","Heliodent DS","41645","2007",,"SALLE DE SOINS 2","CODEP-LIL-2020-049435","10/10/2020","D620301","60","7","0,25","CCD","false"
60,"yes","retro alvéolaire","SATELEC","X Mind","33916","1998",,"SALLE DE SOINS 3","CODEP-LIL-2020-049435","10/10/2020","D620301","70","7","0,1","CCD","false"
61,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","494340","2016",2016,"SALLE DE SOINS 1"," "," ",,"70","7","0,08","CCD","false"
61,"yes","retro alvéolaire","CARESTREAM","CS 2200","ICXV296","2020",2020,"SALLE DE SOINS 2"," "," ",,"70","7","0,08","CCD","true"
62,"yes","retro alvéolaire","TROPHY","CS 2200","DLYQ012","2015","2015","SALLE DE SOINS","CODEP-LIL-2016-59-024434","15/06/2016",,"70","7","0.099","CCD","true"
63,"yes","retro alvéolaire","CARESTREAM","CS 2200","IBXV205","2020","2020","SALLE DE SOINS 1","DNPRX-LIL-2020-8477","17/12/2020","D590621","70","7","0.15","CCD","false"
63,"yes","retro alvéolaire","CARESTREAM","CS 2200","DKYO018","2015","2015","SALLE DE SOINS 2","DNPRX-LIL-2020-8477","17/12/2020","D590621","70","7","0.15","CCD","false"
63,"yes","retro alvéolaire","GENDEX ","ORALIX AC","01050418","2001","2001","SALLE DE SOINS 3","DNPRX-LIL-2020-8477","17/12/2020","D590621","65","7,5","0.08","CCD","true"
64,"yes","retro alvéolaire","SATELEC","X Mind System","30284","2008","2008","SALLE DE SOINS","CODEP-DOA-2011-025639","04/03/2011",,"70","8","0.08","CCD","true"
65,"yes","retro alvéolaire","SATELEC","X Mind DC",,"2006",,," "," ",,,,,"ERLM","false"
65,"yes","retro alvéolaire","TROPHY","Oramatic 708 CCX",,"1991",,," "," ",,,,,"ERLM","false"
66,"yes","retro alvéolaire","CARESTREAM","CS 2200","CGYO 035","2014",,"SALLE DE SOINS","CODEP-LIL-2020-036691","14/07/2020","D590455","70","7","0.099","CCD","false"
67,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","7842","2011",,"SALLE DE SOINS","12499101 E1",,,"70","7","0.08","CCD","true"
68,"yes","retro alvéolaire","CASTELLINI","X RANGE 90","OLAY","1990","1991","SALLE DE SOINS","DEC 11 0877 01 E1","15/03/1991",,"50","9","0,24","CCD","true"
69,"yes","retro alvéolaire","SIRONA","Heliodent MD","33158",,,"SALLE DE SOINS","CODEP-LIL-2020-037282","17/07/2020","D620257","70","7","0.06","ERLM","true"
70,"yes","retro alvéolaire","TROPHY","Elitys",,"2003",,," "," ",,"70","4","0.3","CCD","true"
71,"yes","retro alvéolaire","SATELEC","X Mind","D01007","2004",,"SALLE DE SOINS 1","CODEP-LIL-2021-010888","27/02/2021","D590660","70","8","0.08","CCD","true"
71,"yes","retro alvéolaire","SATELEC","X Mind","11321","1997",,"SALLE DE SOINS 2","CODEP-LIL-2021-010888","27/02/2021","D590660","70","8","0.32","CCD","true"
71,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","67251","2019","2020","SALLE DE SOINS 3","CODEP-LIL-2021-010888","27/02/2021","D590660","70","7","0.12","CCD","true"
71,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","60268","2018",,"SALLE DE SOINS 4","CODEP-LIL-2021-010888","27/02/2021","D590660","70","7","0.20","CCD","true"
71,"yes","retro alvéolaire","SATELEC","X Mind","12905096","1996",,"SALLE DE SOINS 5","CODEP-LIL-2021-010888","27/02/2021","D590660","70","8","0.32","CCD","true"
71,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","D3507","2013",,"SALLE DE SOINS 5",,,,"70","7","0.10","CCD","true"
71,"yes","retro alvéolaire","SATELEC","X Mind","303741","2003",,"SALLE DE SOINS 6",,,,"70","8","0.25","CCD","true"
71,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","3222","2010",,"SALLE DE SOINS 7",,,,"70","7","0.10","CCD","true"
73,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","60256","2018",,"SALLE DE SOINS","CODEP-LIL-2019-026725","15/06/2019","D620170","70","7","0.06","CCD","true"
74,"yes","retro alvéolaire","CARESTREAM","CS 2200","CCYO 267","2014",,"SALLE DE SOINS 1","CODEP-LIL-2019-004342","24/01/2019","D590241","70","7","0,178","CCD","true"
74,"yes","retro alvéolaire","CARESTREAM","CS 2200","FHYX 223","2017",,"SALLE DE SOINS 2","CODEP-LIL-2019-004342","24/01/2019","D590241","70","7","0,099","CCD","true"
74,"yes","retro alvéolaire","TROPHY","Elitys TR1","XBPG 221","2001",,"SALLE DE SOINS 3","CODEP-LIL-2019-004342","24/01/2019","D590241","70","4","0,097","CCD","true"
74,"yes","retro alvéolaire","TROPHY","Irix 70","QJXA 105","2002",,"SALLE DE SOINS 4","CODEP-LIL-2019-004342","24/01/2019","D590241","70","8","0,10","CCD","true"
75,"yes","retro alvéolaire","TROPHY","CS 2200","HFXV 312","2019","2019","SALLE DE SOINS 1","CODEP-LIL-2020-005356","20/01/2020","D590379","70","7","0,08","ERLM","false"
75,"yes","retro alvéolaire","TROPHY","CS 2200","DKYO 332","2015","2015","SALLE DE SOINS 2","CODEP-LIL-2020-005356","20/01/2020","D590379","70","7","0,34","ERLM","true"
76,"yes","retro alvéolaire","CARESTREAM","CS 2200","GIXV 304","2018",,"SALLE DE SOINS 1"," CODEP-LIL-2019-029270"," 28/06/2019","D590308","60","7","0.180","CCD","false"
76,"yes","retro alvéolaire","TROPHY","KODAK 2200","XLYC 052","2009",,"SALLE DE SOINS 2"," CODEP-LIL-2019-029270"," 28/06/2019","D590308","70","7","0.27","CCD","false"
77,"yes","retro alvéolaire","TROPHY","KODAK 2200","YKYC 397","2010","2010","SALLE DE SOINS 1","CODEP-LIL-2020-025820","25/04/2020","D590404","70","7","0,036","ERLM","true"
77,"yes","retro alvéolaire","TROPHY","KODAK 2200","DDYO 278","2015","2015","SALLE DE SOINS 2","CODEP-LIL-2020-025820","25/04/2020","D590404","70","7","0,036","ERLM","true"
77,"yes","retro alvéolaire","TROPHY","KODAK 2200","AJYO 065","2010","2010","SALLE DE SOINS 3","CODEP-LIL-2020-025820","25/04/2020","D590404","70","7","0,036","ERLM","true"
78,"yes","retro alvéolaire","PLANMECA","Prostyle Intra","ITH 13579","2000","2000","SALLE DE SOINS 1","CODEP-LI-2021-016739 ","05/04/2021","D590686 ","63","8","0,10","ERLM","true"
78,"yes","retro alvéolaire","CARESTREAM","CS 2200","ELYO 253","2016","2016","SALLE DE SOINS 2","CODEP-LI-2021-016739 ","05/04/2021","D590686 ","70","7","0,178","ERLM","true"
80,"yes","retro alvéolaire","TROPHY","Irix 708","G 813052","1998",,"SALLE DE SOINS","CODEP-LIL-2020-036531","11/07/2020","D590442","70","8","0.18","CCD","true"
81,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","31477","2015",,"SALLE DE SOINS","CODEP-LIL-2018-056015","23/11/2019","D590211","70","7","0.10","CCD","true"
83,"yes","retro alvéolaire","TROPHY","Elitys TR1","bjxb097","2003","2003","SALLE DE SOINS 1","LIL-2020-2940",2020-05-01,"D62032","70","4","0,172","ERLM","true"
83,"yes","retro alvéolaire","TROPHY","KODAK 2200","WEYA608","2008","2008","SALLE DE SOINS 2","LIL-2020-2940",2020-05-01,"D62032","70","7","0,25","ERLM","true"
84,"yes","retro alvéolaire","TROPHY","CS 2200","GJXV 049","2018","2018","SALLE DE SOINS 1","037572",2019-06-01,"D620185","70","7","0,05","ERLM","true"
84,"yes","retro alvéolaire","TROPHY","KODAK 2200","XBYA 310","2009","2009","SALLE DE SOINS 2","037572",2019-06-01,"D620185","70","7","0,04","ERLM","true"
85,"yes","retro alvéolaire","TROPHY","KODAK 2200","YCYE 008","2010",,"SALLE DE SOINS 1","CODEP-LIL-2019-017003","06/04/2019","D590284","70","7","0.05","CCD","true"
85,"yes","retro alvéolaire","CARESTREAM","CS 2200","EIYO 361","2016",,"SALLE DE SOINS 2"," "," ",,"70","7","0.071","CCD","false"
86,"yes","retro alvéolaire","TROPHY","Oramatic 708 CCX","14358","2008",2008,"SALLE DE SOINS","CODEP-LIL-2020-055072","15/11/2020","D590574","70","8","0.1","CCD","true"
86,"yes","retro alvéolaire","GENDEX ","ORALIX AC","03052943","2003",2004,"SALLE DE SOINS"," "," ",,"65","7.5","0.16","CCD","true"
86,"yes","retro alvéolaire","TROPHY","CS 2200","DJYO158","2015",,"SALLE DE SOINS ","CODEP-LIL-2020-055072","15/11/2020","D590574","70","7","0.085","CCD","true"
87,"yes","retro alvéolaire","MY RAY","RX DC EXTEND","70663433","2014",,"SALLE DE SOINS 1","CODEP-LIL-2018-029834","18/06/2018","D620084","65","7","0,180","CCD","false"
87,"yes","retro alvéolaire","TROPHY","Elitys TR1","SDBX 157","2004",,"SALLE DE SOINS 2",,,,"70","7","0.186","CCD","false"
90,"yes","retro alvéolaire","CARESTREAM","CS 2200","DCYQ539","2015","2015","SALLE DE SOINS 1","CODEP-LIL-2018-043747","30/08/2018","D620108","70","7","0,08","ERLM","true"
90,"yes","retro alvéolaire","CARESTREAM","CS 2200","FKYX196","2017","2017","SALLE DE SOINS 2","CODEP-LIL-2018-043747","30/08/2018","D620108","70","7","0,11","ERLM","true"
91,"yes","retro alvéolaire","SATELEC","X Mind","XUO9338C","2019","2019","SALLE DE SOINS 1","CODEP-LIL-2020-006485","23/01/2020","D620146","70","6","0,16","CCD","true"
91,"yes","retro alvéolaire","TROPHY","Irix 70","XAPJ098","2001","2019","SALLE DE SOINS 2","CODEP-LIL-2020-006485","23/01/2020","D620146","70","7","0,08","CCD","true"
92,"yes","retro alvéolaire","SATELEC","DG 073b","19505",2000,2000,"SALLE DE SOINS","CODEP-LIL-2021-053052","09/11/2021","D590734","70","8","0.16","CCD","true"
93,"yes","retro alvéolaire","PLANMECA","Prostyle Intra","ITHA 55705","2006","2006","SALLE DE SOINS 1","CODEP-LIL-2019-052727","16/12/2019","D620207","70","8","0,05","CCD","true"
93,"yes","retro alvéolaire","TROPHY","KODAK 2200","VAYA 184","2007","2007","SALLE DE SOINS 2","CODEP-LIL-2019-052727","16/12/2019","D620207","70","7","0,135","CCD","true"
94,"yes","retro alvéolaire","CARESTREAM","CS 2200","FYX 068","2017",,"SALLE DE SOINS 1","CODEP-LIL-2020-001722","07/01/2020","D620052","70","7","0,085","CCD","false"
94,"yes","retro alvéolaire","PLANMECA","Prostyle Intra","ITHO 28039","2002",,"SALLE DE SOINS 2",,,,"63","8","0,20","CCD","false"
94,"yes","retro alvéolaire","TROPHY","KODAK 2200","XCYC 255","2009",,"SALLE DE SOINS 3",,,,"70","7","0,085","CCD","false"
95,"yes","retro alvéolaire","MY RAY","RX DC","8L49985","2019","2019","SALLE DE SOINS 1","CODEP-LIL-2021-012715 ","10/03/2021","D620176","70","8","0,200","CCD","true"
95,"yes","retro alvéolaire","OWANDY","RX ","39200471","2021","2021","SALLE DE SOINS 2","CODEP-LIL-2021-012715 ","10/03/2021","D620176","70","7","0,08","CCD","true"
96,"yes","retro alvéolaire","PLANMECA","Prostyle Intra","ITHA 59824","2007","2007","SALLE DE SOINS 1","CODEP-LIL-2020-043877","07/09/2020","D620292","63","8","0,10","ERLM","true"
96,"yes","retro alvéolaire","SATELEC","X Mind","03959797","1997","1997","SALLE DE SOINS 2","CODEP-LIL-2020-043877","07/09/2020","D620292","70","8","0,32","ERLM","true"
96,"yes","retro alvéolaire","SATELEC","X Mind","03961197","1997","1997","SALLE DE SOINS 3","CODEP-LIL-2020-043877","07/09/2020","D620292","70","8","0,32","ERLM","true"
99,"yes","retro alvéolaire","VATECH","D0801B","0561761","2016","2019","SALLE DE SOINS 1","DNPRX-LIL-2019-7065","06/09/2019","D620187","60","7","0.1","ERLM","false"
99,"yes","retro alvéolaire","VATECH","D0801B","0561762","2016","2019","SALLE DE SOINS 2",,,,"60","7","0.1","ERLM","false"
99,"yes","retro alvéolaire","TROPHY","Irix 70","VCXA011","2006","2019","SALLE DE SOINS 3",,,,"70","8","0.18","ERLM","false"
100,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","18311","2013",,"SALLE DE SOINS 1"," CODEP-LIL-2020-037180"," 17/07/2020","D590458","70","7","0.04","CCD","true"
100,"yes","retro alvéolaire","TROPHY","KODAK 2000","UAXB 008","2006",,"SALLE DE SOINS 2"," "," ",,"70","7","0.057","CCD","true"
101,"yes","retro alvéolaire","MY RAY","RX DC","706J4578","2019","2019","SALLE DE SOINS 1","CODEP-LIL-2020-000116","01/01/2020","D620141","70","8","0,125","CCD","true"
101,"yes","retro alvéolaire","MY RAY","RX DC","706J6233","2019","2019","SALLE DE SOINS 2","CODEP-LIL-2020-000116","01/01/2020","D620141","70","8","0,110","CCD","true"
102,"yes","retro alvéolaire","CARESTREAM","CS 2200","DDYQ 101","2015",,"SALLE DE SOINS","CODEP-LIL-2020-037361","18/07/2020","D620259","70","7","0.071","CCD","true"
104,"yes","retro alvéolaire","TROPHY","Irix 70","XAN B 0151","1999",,"SALLE DE SOINS",,,,"70","7","0,15","ERLM","false"
106,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","25682","2014","2021","SALLE DE SOINS 1","CODEP-LIL-2021-035024","20/07/2021","D590707","70","7","0,08","ERLM","true"
106,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","27725","2014","2021","SALLE DE SOINS 2","CODEP-LIL-2021-035024","20/07/2021","D590707","70","7","0,08","ERLM","true"
107,"yes","retro alvéolaire","CARESTREAM","CS 2200","HJXV 166","2019","2020","SALLE DE SOINS 1","CODEP-LIL-2021-002935","14/01/2021","D 590520","70","7","0,048","CCD","true"
107,"yes","retro alvéolaire","CARESTREAM","CS 2200","ICXV 294","2020","2020","SALLE DE SOINS 2","CODEP-LIL-2021-002935","14/01/2021","D 590520","70","7","0,048","CCD","true"
109,"yes","retro alvéolaire","SOFTYS DENTAL","WIDY","70580174","2014",,"SALLE DE SOINS","CODEP-LIL-2020-058899 ","02/12/2020","D590608","60","7","0,125","CCD","true"
111,"yes","retro alvéolaire","CARESTREAM","CS 2200","JBXV044","2021",2021,"SALLE DE SOINS","CODEP-LIL-2021-016900","06/04/2021","D590688","70","7","0.152","CCD","false"
112,"yes","retro alvéolaire","TROPHY","Oramatic 708 CCX","102038","1990",,"SALLE DE SOINS","CODEP-LIL-2020-058171","29/11/2020","D590599 ","70","8","0,5","Argentique","true"
113,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","25659","2014",,"SALLE DE SOINS 1","CODEP-LIL-2021-036782","01/08/2021","D590711","70","7","0.08","CCD","false"
113,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","25655","2014",,"SALLE DE SOINS 2","CODEP-LIL-2021-036782","01/08/2021","D590711","70","7","0.08","CCD","false"
115,"yes","retro alvéolaire","SIRONA","HELIODENT PLUS","3510","2010","2010","SALLE DE SOINS 1","CODEP-LIL-2020-052784","31/10/2020","D620161","70","7","0,05","CCD","true"
115,"yes","retro alvéolaire","TROPHY","Irix 70","XAPD391","2001","2001","SALLE DE SOINS 2","CODEP-LIL-2020-052784","31/10/2020","D620161","70","7","0,1","CCD","true"
